0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.7834704170158644,-0.25596830382424157,-0.6384015534734498,-0.5941951777878719,-0.47290030711933,-0.5854504293338577,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.6853706684851224,-0.6154020131757733,-0.652636837456545,-0.9714804768177627,-0.7639070669851147,-0.6679634652111776,-0.5255509710834134,0.4012778935315049
0.8921865346196632,0.13250086767172184,-0.7189025900136234,-0.5941951777878719,-0.650410505189089,3.17914663528927,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.5931467938288514,0.2521634861131548,-0.7697956629846598,0.7022591127917693,1.5025024919379835,0.5752316016228733,0.23422689681747927,0.4012778935315049
0.5173017458843545,0.5209700391676853,-0.06648134869532138,0.4182402747082556,-0.650410505189089,-0.5854504293338577,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.6853706684851224,-0.6154020131757733,-0.06684270981597057,0.841737411925897,-0.5197554243188391,-0.017899472632184048,-0.5255509710834134,0.4012778935315049
0.07820126109064791,-1.0329066468161678,0.5459931518492719,1.3686858746219412,-0.650410505189089,-0.44425551531475604,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25919988573708086,-0.3985106383535413,-0.7112162502206024,0.841737411925897,-0.8811434544951909,-0.43762516557787,-0.5255509710834134,0.4012778935315049
-0.3717526762221913,0.5209700391676853,-0.7054013679523784,-0.573243812318521,-0.650410505189089,-0.5854504293338577,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.6853706684851224,-0.6154020131757733,-0.7112162502206024,-0.9156891571641117,-0.4870666661869801,-0.5276535277779231,-0.5255509710834134,0.4012778935315049
0.1540763171501701,0.5209700391676853,0.40615424434992636,-0.5941951777878719,1.8304154579393,-0.5854504293338577,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.6853706684851224,-0.6154020131757733,-0.30116036087220033,-0.7483151982031585,-0.06778359216486277,2.3542776900161027,-0.5255509710834134,0.4012778935315049
-0.4726946500744127,0.5209700391676853,3.203025215238508,3.060533188653435,0.6304539617633295,-0.5854504293338577,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.6853706684851224,-0.6154020131757733,2.9792867539150163,2.5154770015354293,2.810378665356844,-0.589924991106718,2.8934528534744284,0.4012778935315049
0.1614031492982755,0.5209700391676853,-0.3508255235689303,-0.5941951777878719,0.16122417403553244,-0.5854504293338577,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.6853706684851224,-0.6154020131757733,-0.06684270981597057,-0.6088368990690308,-0.4866423892935364,-0.1448414302851003,-0.5255509710834134,0.4012778935315049
-0.2672285826973259,0.5209700391676853,0.008045397082751328,0.2719997437321863,-0.27827172516862986,-0.5854504293338577,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.6853706684851224,-0.6154020131757733,-0.47689859916437266,0.7022591127917693,-0.481289838945173,-0.4381323134464734,-0.5255509710834134,0.4012778935315049
-0.7244671099572452,-1.4213758183121314,0.36254529709210476,1.0840091963071357,-0.650410505189089,-0.5854504293338577,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.6853706684851224,-0.6154020131757733,-0.5940574246924876,1.8180855058647907,-0.20447305714281955,-0.7202158361622116,-0.5255509710834134,0.4012778935315049
-0.11978105348561942,0.5209700391676853,0.05751893767342614,-0.5941951777878719,1.0616511661730357,-0.5854504293338577,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.6853706684851224,-0.6154020131757733,-0.06684270981597057,-0.9156891571641117,-0.2518025967134253,2.0416922052153317,-0.5255509710834134,0.4012778935315049
