iter	MultiClass
710	0.01480102092
711	0.01478112456
712	0.01476714762
713	0.01474056476
714	0.0147171994
715	0.01469645447
716	0.0146570921
717	0.01463585029
718	0.01460354993
719	0.01458146378
720	0.01455605915
721	0.01454337928
722	0.01451981838
723	0.0144931827
724	0.01447097919
725	0.01445339784
726	0.01443622403
727	0.01441793376
728	0.01439067178
729	0.01436497014
730	0.01434792324
731	0.01432975035
732	0.01430262115
733	0.01428942795
734	0.01426043848
735	0.01422967856
736	0.01421943774
737	0.01420472482
738	0.01418591688
739	0.01415888182
740	0.01413926233
741	0.01411972111
742	0.01410402278
743	0.0140893261
744	0.01407185776
745	0.01405505038
746	0.01404619106
747	0.01403245999
748	0.01401168049
749	0.01398218507
750	0.01395789952
751	0.01394410425
752	0.01391553803
753	0.01389937993
754	0.01388940676
755	0.0138686726
756	0.01384439102
757	0.01382290738
758	0.01380298617
759	0.01378886301
760	0.01377515157
761	0.01375537929
762	0.01372820901
763	0.01370154855
764	0.01367987846
765	0.01366184753
766	0.01363807694
767	0.01362475769
768	0.01359533672
769	0.01357523424
770	0.0135594472
771	0.01353086802
772	0.01350490503
773	0.01347802085
774	0.01345823074
775	0.01343051169
776	0.01341399406
777	0.01338667764
778	0.01336589576
779	0.01334499686
780	0.01332998963
781	0.01331177822
782	0.01328571126
783	0.01326788142
784	0.01324817147
785	0.01321888041
786	0.01320748209
787	0.01319342763
788	0.01317344441
789	0.01315869974
790	0.01313810273
791	0.01312186167
792	0.01311485171
793	0.01310057384
794	0.01307965702
795	0.01305952044
796	0.01304879588
797	0.01303296204
798	0.01302010333
799	0.01299720651
800	0.01296865258
801	0.01295239995
802	0.01293807474
803	0.01291232573
804	0.01289059242
805	0.01288199798
806	0.01287168874
807	0.01285819921
808	0.01284445506
809	0.01283219289
810	0.01281698894
811	0.012797624
812	0.01278285851
813	0.01277148334
814	0.01275354412
815	0.01273324889
816	0.01272111474
817	0.01271121097
818	0.01268734564
819	0.01267798148
820	0.01266426177
821	0.01264130463
822	0.01263127646
823	0.01262163505
824	0.01261048564
825	0.01258856805
826	0.01256738452
827	0.01255436207
828	0.01254703607
829	0.01253579568
830	0.0125184429
831	0.01249898783
832	0.0124833336
833	0.01246677224
834	0.01245560285
835	0.01243855248
836	0.01241793607
837	0.01240745722
838	0.01239584088
839	0.01236612649
840	0.01234933083
841	0.0123392795
842	0.01231317809
843	0.01229904248
844	0.01227606692
845	0.01224299722
846	0.01221744035
847	0.01220355029
848	0.01218488906
849	0.01217058961
850	0.01215317519
851	0.01214322227
852	0.0121301629
853	0.01211326238
854	0.01209411017
855	0.01208597622
856	0.01206474187
857	0.01204674727
858	0.01203705147
859	0.01202484373
860	0.01201561229
861	0.01200767224
862	0.0119965303
863	0.01198362982
864	0.0119682843
865	0.01194907334
866	0.01194282976
867	0.01192873825
868	0.01191185464
869	0.01189050799
870	0.01186489088
871	0.01185293574
872	0.01184051842
873	0.01181608549
874	0.01179878418
875	0.01177909233
876	0.01176400515
877	0.01175369588
878	0.01173828238
879	0.01172456838
880	0.01170700108
881	0.0116980271
882	0.0116833168
883	0.01165684957
884	0.01164422363
885	0.01163459191
886	0.01161537429
887	0.01160193077
888	0.01157973701
889	0.01155728916
890	0.01154927001
891	0.01153869271
892	0.01151341075
893	0.01149688958
894	0.01148795977
895	0.01147488268
896	0.0114612719
897	0.01145377189
898	0.01144549707
899	0.0114349519
900	0.01142196825
901	0.01140712309
902	0.01138780416
903	0.01137840996
904	0.01136175511
905	0.01134538253
906	0.01133421794
907	0.01132435053
908	0.0113019889
909	0.01129535783
910	0.01128604927
911	0.01126383914
912	0.0112459297
913	0.01122657112
914	0.01121665209
915	0.01119461034
916	0.01118370243
917	0.01117140864
918	0.01115253015
919	0.01113945531
920	0.01112782959
921	0.01111456266
922	0.01110252857
923	0.01109236283
924	0.01107061885
925	0.01105743417
926	0.01103844776
927	0.01102942811
928	0.01101533521
929	0.01100382546
930	0.01099026229
931	0.01098327109
932	0.0109658604
933	0.01095487691
934	0.01094668558
935	0.01093530829
936	0.0109192728
937	0.01090609411
938	0.01089926428
939	0.01088320954
940	0.01087118529
941	0.01086520501
942	0.01085049382
943	0.01083985548
944	0.01083133904
945	0.01081857832
946	0.01081344011
947	0.0107981497
948	0.0107892212
949	0.01077343241
950	0.01076278882
951	0.01074678583
952	0.01072337029
953	0.01070527825
954	0.01069451103
955	0.01068204862
956	0.01066762913
957	0.01065720832
958	0.01063882215
959	0.01062157393
960	0.01060981083
961	0.01059861321
962	0.01058862114
963	0.01057863018
964	0.01056545611
965	0.01055392749
966	0.01054902475
967	0.0105248801
968	0.01051286887
969	0.01050081628
970	0.01048281704
971	0.01046985145
972	0.01045322889
973	0.01043440857
974	0.01042630925
975	0.01040430018
976	0.0103892806
977	0.01037692284
978	0.01036972309
979	0.01036294105
980	0.01034497546
981	0.01033437904
982	0.01032062688
983	0.01030832413
984	0.01029134225
985	0.01028035174
986	0.01027431717
987	0.01026379561
988	0.01024861895
989	0.01023920053
990	0.01022947114
991	0.01021798308
992	0.01020127418
993	0.01018434489
994	0.01017137567
995	0.01015386086
996	0.01014482155
997	0.01013188486
998	0.01011606595
999	0.01010924858
