iter	MultiClass
0	0.9755419058
1	0.8707402071
2	0.7866749531
3	0.7164046614
4	0.6576398903
5	0.6059881946
6	0.5596272511
7	0.5197072082
8	0.4852293652
9	0.4543985414
10	0.4272172711
11	0.4042269289
12	0.3803025027
13	0.3597228642
14	0.34007189
15	0.3225413122
16	0.3063759242
17	0.292573788
18	0.2793147678
19	0.2667488646
20	0.2546843606
21	0.2443379163
22	0.2348328473
23	0.2253709064
24	0.2181161156
25	0.2106693599
26	0.2028626283
27	0.1960124945
28	0.1895878868
29	0.1833618746
30	0.1771937424
31	0.1717637359
32	0.1665868926
33	0.1617206217
34	0.1570883449
35	0.1529885922
36	0.1490654626
37	0.1453301468
38	0.1418825937
39	0.1389143412
40	0.135644086
41	0.1328155793
42	0.1302554923
43	0.1280126233
44	0.1256759219
45	0.1234118787
46	0.1207999058
47	0.1185703829
48	0.1168046499
49	0.1151247908
50	0.1128690805
51	0.1110879555
52	0.1093706163
53	0.1076969866
54	0.1061668045
55	0.1046780993
56	0.1032325118
57	0.1016907111
58	0.1002748383
59	0.0987882564
60	0.09741535006
61	0.09632742076
62	0.09524186853
63	0.09453189956
64	0.09364221847
65	0.09272125326
66	0.09178087512
67	0.09072897858
68	0.08992642222
69	0.08903650192
70	0.08817390904
71	0.08719153437
72	0.08607866962
73	0.08522774565
74	0.0843548805
75	0.08359484782
76	0.08285299903
77	0.08212922035
78	0.08138739094
79	0.08056242157
80	0.08002802526
81	0.07948154358
82	0.07897926919
83	0.07819904162
84	0.07750946448
85	0.07687490598
86	0.0763336495
87	0.07564099685
88	0.07489809592
89	0.07424540583
90	0.07374497545
91	0.07319003135
92	0.07265058188
93	0.07217029285
94	0.07177241971
95	0.07129119252
96	0.0708548112
97	0.070334827
98	0.06970703101
99	0.06923947059
100	0.06885223311
101	0.06835503908
102	0.06793387299
103	0.06745621405
104	0.06691845656
105	0.06650906373
106	0.06610260584
107	0.0654740152
108	0.06507293188
109	0.06461744375
110	0.06428595798
111	0.06390932968
112	0.06352895018
113	0.06319824899
114	0.0628674968
115	0.06249387999
116	0.06214480698
117	0.06184363349
118	0.06155355044
119	0.0612679258
120	0.06093627782
121	0.06069952734
122	0.06039787137
123	0.05998025475
124	0.05975278984
125	0.05940722438
126	0.05916990292
127	0.05880093795
128	0.05856129103
129	0.0582816169
130	0.05803645208
131	0.05779831374
132	0.05754757236
133	0.05721899373
134	0.05692457325
135	0.05648545298
136	0.05622054009
137	0.05594476411
138	0.055643454
139	0.05540119107
140	0.05520200519
141	0.05490238655
142	0.05464428694
143	0.054460719
144	0.05406361939
145	0.05370156905
146	0.05345947817
147	0.0532439044
148	0.0529683879
149	0.05274948318
150	0.05254526947
151	0.05224047629
152	0.05195368065
153	0.05183540691
154	0.05161140452
155	0.05143845369
156	0.05106753935
157	0.05087467044
158	0.05061220438
159	0.05036932778
160	0.05014531679
161	0.04983680767
162	0.04965777126
163	0.04943333152
164	0.04926095086
165	0.04910581972
166	0.04894186643
167	0.04868963743
168	0.0484432541
169	0.04825052524
170	0.04799902836
171	0.04774014861
172	0.04757405706
173	0.047408705
174	0.04718878784
175	0.04709804541
176	0.04691008404
177	0.04674080483
178	0.04660107135
179	0.04641261777
180	0.04628695832
181	0.04613768845
182	0.04595818278
183	0.04571813797
184	0.04547216802
185	0.0453357128
186	0.04520107121
187	0.04503836871
188	0.04487003008
189	0.04471946631
190	0.04457070373
191	0.04438443793
192	0.04422064273
193	0.04404844971
194	0.0438869039
195	0.04379008982
196	0.04362843631
197	0.04338912222
198	0.04325658964
199	0.04314043374
200	0.04298408742
201	0.04282938171
202	0.042672883
203	0.04251825494
204	0.04239150139
205	0.04229489516
206	0.04214705025
207	0.04200185738
208	0.041864017
209	0.04168149003
210	0.04156080796
211	0.04136750189
212	0.04119460504
213	0.04101479264
214	0.0408963557
215	0.04075374661
216	0.0406290305
217	0.040420398
218	0.04027341057
219	0.04008812876
220	0.03995025439
221	0.03985454895
222	0.03963326573
223	0.03953100257
224	0.03936101687
225	0.03926588111
226	0.03913264253
227	0.03905082366
228	0.03894889404
229	0.03886490606
230	0.03871092854
231	0.0385285465
232	0.03839865422
233	0.038232912
234	0.03813867945
235	0.03802575989
236	0.03790994415
237	0.037832305
238	0.03768541934
239	0.03756555317
240	0.0374529124
241	0.03734068606
242	0.03722140869
243	0.03706508849
244	0.03695641335
245	0.0367980785
246	0.03668203003
247	0.03659993872
248	0.0365298442
249	0.03642606953
250	0.03629043439
251	0.03615672642
252	0.03606376435
253	0.03596923865
254	0.03588210817
255	0.03572974336
256	0.03564943338
257	0.03555133166
258	0.03549701973
259	0.0354272787
260	0.03528855414
261	0.03519789374
262	0.03510648111
263	0.03499857545
264	0.03489464119
265	0.03484161494
266	0.0347477576
267	0.03467560506
268	0.03459563011
269	0.03447481099
270	0.03438718321
271	0.03430394461
272	0.03414478694
273	0.03403535639
274	0.03397783269
275	0.0338814882
276	0.03379120105
277	0.03369612133
278	0.03361569307
279	0.03352087257
280	0.03343873739
281	0.03332630342
282	0.03324727756
283	0.03320287211
284	0.03306625467
285	0.03295807681
286	0.03288888064
287	0.03275141395
288	0.03268885453
289	0.03257458234
290	0.03247730056
291	0.03241325854
292	0.03234610787
293	0.03228205221
294	0.0321937252
295	0.03209630431
296	0.03204476325
297	0.03192289837
298	0.03185286809
299	0.03180012108
300	0.03172963544
301	0.03167200361
302	0.03160849217
303	0.03152966356
304	0.03144361503
305	0.03139884181
306	0.03131588327
307	0.031239623
308	0.03115300285
309	0.03110666382
310	0.03101607566
311	0.03097770633
312	0.03091115788
313	0.03086876366
314	0.03080022274
315	0.03071328829
316	0.03061983286
317	0.03052812887
318	0.03046750335
319	0.03038991176
320	0.03026748498
321	0.03020742909
322	0.0301444389
323	0.03005268314
324	0.0299761366
325	0.02992197912
326	0.02984229625
327	0.0297883293
328	0.02972434042
329	0.02963496935
330	0.02957125034
331	0.02949845274
332	0.02944889569
333	0.02939138583
334	0.02934783217
335	0.02926314108
336	0.02919910521
337	0.02912360822
338	0.02909652566
339	0.0290015378
340	0.02893214792
341	0.02888766735
342	0.02882509923
343	0.0287410936
344	0.02868105029
345	0.02863288922
346	0.02858814907
347	0.02855526436
348	0.02847530584
349	0.02842410108
350	0.0283358353
351	0.02823385294
352	0.0281677588
353	0.02811663847
354	0.02805383927
355	0.02800880419
356	0.02793179129
357	0.02783870814
358	0.02778183656
359	0.02770512865
360	0.02767522242
361	0.02765432187
362	0.02758639228
363	0.02751813421
364	0.02746629754
365	0.02740024177
366	0.02738301434
367	0.02734838446
368	0.02728791771
369	0.02724655915
370	0.02717051965
371	0.0270888558
372	0.02704069179
373	0.02696749982
374	0.02685878235
375	0.02680225256
376	0.02676615864
377	0.02669482038
378	0.02666189178
379	0.02662990662
380	0.02659444522
381	0.02655307371
382	0.02652172219
383	0.02644864434
384	0.02640444385
385	0.02634740647
386	0.02627546825
387	0.02619792779
388	0.02614410665
389	0.02607772319
390	0.02601472583
391	0.02596588199
392	0.02591122363
393	0.02584895351
394	0.02580675762
395	0.02575906398
396	0.02569886289
397	0.02565264677
398	0.02560182291
399	0.02552166923
400	0.02547974753
401	0.02543937588
402	0.02538064198
403	0.02535361227
404	0.02532190759
405	0.02527476563
406	0.02522686104
407	0.02517737578
408	0.0251372156
409	0.0250736212
410	0.02502792053
411	0.02498157829
412	0.02493383789
413	0.02491761869
414	0.02487570111
415	0.02484282906
416	0.02479280435
417	0.02476051115
418	0.02473050508
419	0.02468638847
420	0.02461423794
421	0.02456712438
422	0.02453723076
423	0.0244658418
424	0.02442272169
425	0.02438046475
426	0.02432724229
427	0.02425721755
428	0.02421670251
429	0.02414386233
430	0.02407918555
431	0.02406070845
432	0.02399382776
433	0.02394769601
434	0.02391247422
435	0.02384767837
436	0.02378174704
437	0.02373646045
438	0.02369350832
439	0.0236575331
440	0.02360015735
441	0.02354432617
442	0.02347795775
443	0.02343719464
444	0.02341263775
445	0.0233615711
446	0.02332068485
447	0.02327637605
448	0.02322014631
449	0.02315831075
450	0.02311913111
451	0.02309352892
452	0.02303361712
453	0.02298362054
454	0.02290781614
455	0.02288190631
456	0.02285677505
457	0.0228191704
458	0.02278976031
459	0.02272822685
460	0.02267971084
461	0.02262712528
462	0.02260390064
463	0.02255880391
464	0.02253116182
465	0.02248234367
466	0.02244648028
467	0.02238705235
468	0.02234789402
469	0.02228765956
470	0.02224875138
471	0.0221999975
472	0.02214682213
473	0.02211697254
474	0.02209208606
475	0.02204212004
476	0.02200683105
477	0.02196595284
478	0.02192097295
479	0.02186144885
480	0.02183151928
481	0.02179735004
482	0.02177258538
483	0.02172246339
484	0.02169451483
485	0.02163968377
486	0.02161339503
487	0.02157523807
488	0.02152903602
489	0.02150519434
490	0.0214485602
491	0.02141593143
492	0.02138108459
493	0.02133367361
494	0.02129086713
495	0.02125282354
496	0.02120663243
497	0.0211813086
498	0.02112584879
499	0.02107148944
500	0.02103446365
501	0.02100285182
502	0.02095944476
503	0.02092937324
504	0.02088396781
505	0.020837933
506	0.02080993701
507	0.02079151717
508	0.02075658734
509	0.02070421105
510	0.02067644214
511	0.02064802815
512	0.02061195481
513	0.02056533179
514	0.02053881923
515	0.02048714184
516	0.02045717385
517	0.02041424912
518	0.02036851001
519	0.0203297736
520	0.02031250086
521	0.02027044735
522	0.02023226581
523	0.02019475418
524	0.02016511142
525	0.02013391298
526	0.02008163589
527	0.02003669305
528	0.02001747615
529	0.01998107844
530	0.01996176745
531	0.01993976863
532	0.01992050199
533	0.01989418842
534	0.01986759827
535	0.01982981475
536	0.01980467051
537	0.01979158871
538	0.01976508583
539	0.01973160528
540	0.01968482478
541	0.01964603097
542	0.01961604676
543	0.01958752136
544	0.01954915808
545	0.01951444894
546	0.0194715685
547	0.01943503329
548	0.01941851712
549	0.01938713214
550	0.01937075768
551	0.01935370887
552	0.01929932161
553	0.01927315034
554	0.01925061206
555	0.01918832498
556	0.01915498427
557	0.01913503563
558	0.01910414926
559	0.01904726237
560	0.01900609108
561	0.01897355875
562	0.01893835146
563	0.01890668679
564	0.01885481663
565	0.01882027236
566	0.01879002976
567	0.01876104458
568	0.01870502346
569	0.0186370202
570	0.01861041968
571	0.01858437029
572	0.01853298664
573	0.01850345405
574	0.01846343193
575	0.01842342647
576	0.01838417191
577	0.01835705382
578	0.01832349884
579	0.01830238396
580	0.01826901413
581	0.01824526874
582	0.01821657712
583	0.01819069516
584	0.01817129755
585	0.01813533993
586	0.0181035709
587	0.01805247796
588	0.01802903653
589	0.01799857858
590	0.0179473007
591	0.01792554102
592	0.01788774104
593	0.01784536135
594	0.01780675398
595	0.0177890816
596	0.01777344673
597	0.0177347223
598	0.01772132265
599	0.01770892844
600	0.01767060841
601	0.01765119034
602	0.01761790431
603	0.0175892527
604	0.01754989619
605	0.01753453939
606	0.01750477825
607	0.01747574034
608	0.01744605102
609	0.01742238919
610	0.01738156535
611	0.01732959537
612	0.0172968529
613	0.01726739487
614	0.01725050962
615	0.01722218304
616	0.01719964955
617	0.0171793713
618	0.01713456803
619	0.01710097494
620	0.01708251101
621	0.01706367839
622	0.01703712342
623	0.01702142507
624	0.01699613693
625	0.01697275618
626	0.01693543335
627	0.01692194224
628	0.01690176539
629	0.01685583862
630	0.01682809366
631	0.01680051481
632	0.01678483178
633	0.01674147148
634	0.01670198436
635	0.01667488858
636	0.01664258004
637	0.01662124798
638	0.0166061465
639	0.01657665887
640	0.01656429397
641	0.01653308885
642	0.01651274117
643	0.01648271355
644	0.01644733448
645	0.01642031654
646	0.01639660869
647	0.01636047323
648	0.0163318152
649	0.01631239046
650	0.01629341655
651	0.01627090899
652	0.01624876948
653	0.01623150009
654	0.01620206705
655	0.01618044851
656	0.01613579442
657	0.01611751409
658	0.01609209181
659	0.01606879039
660	0.01604837615
661	0.01600152271
662	0.01596729836
663	0.01593925424
664	0.01591264694
665	0.01589005983
666	0.01585321287
667	0.01582973564
668	0.01579094775
669	0.0157634314
670	0.01573931765
671	0.01570938473
672	0.01569212365
673	0.01567824838
674	0.01565640594
675	0.01563541608
676	0.01560120251
677	0.0155806956
678	0.01556084808
679	0.01552860814
680	0.01550622198
681	0.01547791619
682	0.01544676782
683	0.01542209624
684	0.01539512945
685	0.01536254064
686	0.01533028171
687	0.01531152061
688	0.01528610542
689	0.01523854622
690	0.01522122871
691	0.01519801425
692	0.01517194851
693	0.01514705122
694	0.01513511823
695	0.01511051486
696	0.01507930394
697	0.01505277395
698	0.01502100436
699	0.01499912627
700	0.01497562743
701	0.01495307174
702	0.01493299925
703	0.01492288043
704	0.0149117632
705	0.01489962472
706	0.01487053395
707	0.01485216635
708	0.01482843938
709	0.01481814803
